料號;TAG3;TAG9;TAG10;TAG4;TAG8;TAG5
100000269;右前門上防屑鈑;Chip Cover;;2t SPCC;RAL 7021;100000269
100000270;介面鈑( Siemens 10.4");Interface plate;;2t SPCC;RAL 7021;100000270
100000271;操作箱(Siemens);Operation box;;2t SPCC;RAL 7021;100000271
100000272;接油盒;;;;;100000272
100000273;右護罩(自動側門);Right side cover;;2t SPCC;RAL 9002;100000273
100000273A;右護罩(自動側門);Right side cover;;2t SPCC;RAL 9002;100000273A
100000274;右前飾鈑;Front cover;;2t SPCC;RAL 9002;100000274
100000275;側飾鈑;Cover;;2t SPCC;RAL 9002;100000275
100000276;線槽封蓋;Cover;;2t SPCC;RAL 9002;100000276
100000277;支撐封蓋;Cover;;2t SPCC;RAL 9002;100000277
100000278;維護封蓋;Cover;;2t SPCC;RAL 9002;100000278
100000279;右自動側門;Right side door;;2t SPCC;RAL 9002;100000279
100000280;側門防屑鈑;Chip cover;;2t SPCC;RAL 9002;100000280
100000281;門軌防屑鈑;Chip cover;;1.6t SPCC;RAL 9002;100000281
100000282;氣壓缸拖臂;Drag fixed;;2t SPCC;RAL 9002;100000282
100000283;限位感應架;Drag fixed;;2t SPCC;RAL 9002;100000283
100000284;保養元件固定板;Fixed;;2tSPCC;RAL 7021;100000284
100000285;擋水側飾鈑;Cover;;2t SPCC;RAL 9002;100000285
100000286;介面鈑( Mitsubishi10.4" M80);Interface plate;;2t SPCC;RAL 7021;100000286
100000287;擴充介面封板;;;2t SPCC;;100000287
100000288;踏板;;;2t 不鏽鋼板;;100000288
100000289;;;;;;100000289
100000290;攝影機固定架;Fixed;;2t SPCC;RAL 9002;100000290
100000291;攝影機固定鈑;Fixed;;5t SPCC;RAL 9002;100000291
100000292;攝影機旋轉架;Fixed;;2t SPCC;RAL 9002;100000292
100000293;前門刮刷底鈑;Cover;;2t SPCC;RAL 9002;100000293
100000294;前門刮刷壓鈑;Cover;;2t SPCC;RAL 9002;100000294
100000295;前門刮刷治具;Cover;;3t SPCC;RAL 9002;100000295
100000296;左護罩;;;2t SPCC;RAL 9002;100000296
100000297;右護罩（加高150）;;;2t SPCC;RAL 9002;100000297
100000298;左護罩;;;SPCC;RAL 9002;100000298
100000299;右護罩;;;SPCC;RAL 9002;100000299
100000300;箱架;;;2t SPCC;RAL 7021;100000300
100000301;操作箱;;;2t SPCC;RAL7021;100000301
100000302;箱架蓋板;;;2t SPCC;RAL 7021;100000302
100000303;操作箱（M80 10.4"）;Operation box;三菱M80面板10.4英吋操作箱;;;100000303
100000304;左護罩;;;2t SPCC;RAL 9002;100000304
100000305;右護罩;;;2t SPCC;RAL 9002;100000305
100000306;左護罩（加高150）;;;2t SPCC;RAL 9002;100000306
100000307;右護罩（加高150）;;;2t SPCC;RAL 9002;100000307
100000308;蓋鈑(油霧回收機）;Cover;;2t SPCC;RAL 9002;100000308
100000309;介面鈑(ITRI 15" M100E);Interface plate;;2t SPCC;RAL 7021;100000309
100000309A;介面鈑(ITRI 15" M100E);Interface plate;;2t SPCC;RAL 7021;100000309A
100000310;第四軸介面鈑;Cover;;2t SPCC;RAL 9002;100000310
100000310A;第四軸介面鈑;Cover;;2t SPCC;RAL9002;100000310A
100000311;美背鈑金五;Cover;;2t SPCC;RAL 7021;100000311
100000312;美背蓋鈑;Cover;;2t SPCC;RAL 7021;100000312
100000313;美背鈑金一;Cover;;2t SPCC;RAL 7021;100000313
100000314;後側窗;Side Window;;2t SPCC;RAL 7021;100000314
100000315;箱架;Bracket;;3t SPCC;RAL 7021;100000315
100000316;轉接鈑;;;;RAL 7021;100000316
100000317;工研院IO固定板;;;2TSPCC;RAL7021;100000317
100000318;箱體;BOX;;2T SPCC;RAL9002;100000318
100000318A;箱體;Box;;2t SPCC;RAL9002;100000318A
100000319;鏡頭視窗;WINDOW;;2t 透明壓克力;;100000319
100000320;封蓋;COVER;;2T SPCC;RAL9002;100000320
100000320A;封蓋;Cover;;2t SPCC;PN Cool Gray 1C;100000320A
100000321;攝影機旋轉架;Fixed;;2T SPCC;RAL9002;100000321
100000322;箱體下蓋鈑;COVER;;2T SPCC;RAL9002;100000322
100000323;;;;;;100000323
100000324;美背鈑金二(加高150);;;;RAL 7021;100000324
100000325;注油機固定架;Fixed;;2t SPCC;RAL7021;100000325
100000326;操作箱;;配新10.4“顯示器;;;100000326
100000327;刀庫右擋水板;;;2t SPCC;RAL 9002;100000327
100000328;固定架;;;2t SPCC;;100000328
100000329;刀庫封板;;2t SPCC;;RAL 7021;100000329
100000330;封板;;;2t SPCC;;100000330
100000331;前門刮刷片組;Wiper;;PU;PIC-AL18;100000331
100000331A;前門刮刷片組;Wiper;;PU;;100000331A
100000332;前門刮刷片組(AL18)(加高150);;;;;100000332
100000332A;前門刮刷片組(加高150);Wiper;;PU;PIC-AL18;100000332A
100000333;無;;;;;100000333
100000334;無;;;;;100000334
100000335;無;;;;;100000335
100000336;無;;;2t SPCC;;100000336
100000337;無;;;;;100000337
100000338;操作箱;;;;RAL 7021;100000338
100000339;第四軸介面板;;;2t SPCC;RAL 9002;100000339
100000340;美背鈑金-2;;;;RAL7021;100000340
100000341;;;;;;100000341
100000342;操作箱;;;;RAL 7021;100000342
100000343;操作箱介面板（西門子10.4）;;;;RAL 7021;100000343
100000344;自動門原點感應支架;;cnv-1050;3TSPCC;RAL 7021;100000344
100000345;微動開關固定支架;;CNV-1050;5TSPCC;RAL7021;100000345
100000346;面板;;;2t 鋁板;;100000346
100000347;第四軸界面板（TRS2）;;;;;100000347
100000348;第四軸界面板（NC4）;;;;;100000348
100000349;鏡頭視窗;Window;;雷明頓LPC-A;;100000349
100000350;防護壓條座;;;2t 白鐵;SUS304;100000350
100000351;防護壓條擋鈑;;;2t 白鐵;SUS304;100000351
100000352;擋水壓板橡膠;;;橡膠;;100000352
100000353;;;;;;100000353
100000354;;;;;;100000354
100000355;;;;;;100000355
100000356;;;;;;100000356
100000357;;;;;;100000357
100000358;;;;;;100000358
100000359;;;;;;100000359
100000360;;;;;;100000360
100000361;線槽蓋板;;;;RAL 9002;100000361
100000362;左護罩(加高150、後排);;;;RAL 9002;100000362
100000363;右護罩(加高150、後排);;;;RAL 9002;100000363
100000364;線槽蓋鈑;;;;RAL 9002;100000364
100000365;水氣槍轉接板;;;;RAL 9002;100000365
100000366;美背鈑金三;;;;RAL 7021;100000366
100000367;;;;;;100000367
100000368;右側後飾板;;;;RAL 9002;100000368
100000369;側飾板;;;;RAL 7021;100000369
100000370;前飾板;;;;RAL 9002;100000370
100000371;上橫桿;;;;RAL 9002;100000371
100000372;左前門(加高150);;;;RAL 7021;100000372
100000373;右前門(加高150);;;;RAL 7021;100000373
100000374;下門軌;;;;RAL 7021;100000374
100000375;上門軌;;;;RAL 9002;100000375
100000376;上軸承座;;;;RAL 7021;100000376
100000377;箱架;;;;RAL 7021;100000377
100000378;前踏鈑;;;;;100000378
100000379;;;;;;100000379
100000380;;;;;;100000380
100000381;五軸介面鈑(16X03);Cover;;2t SPCC;;100000381
100000382;空壓系統介面鈑(第二區);Interface plate;;;PN Cool Gray 1C;100000382
100000383;壓力檢知介面座;Seat;;;PN Cool Gray 1C;100000383
100000384;左側飾鈑(前);Plate;;;RAL9002;100000384
100000385;左側飾鈑(後);Plate;;;RAL9002;100000385
100000386;左側飾鈑(前-預留風壓介面);Plate;;;;100000386
100000387;五軸介面鈑(16X02);Cover;;2t SPCC;RAL7021;100000387
100000388;;;;;;100000388
100000389;;;;;;100000389
100000390;;;;;;100000390
100000391;左右護罩對正鈑金;Plate;;;PN Cool Gray 1C 灰;100000391
100000392;燈架基座(1050用);Seat;;3t+5t SPCC;RAL9002;100000392
100000393;可用;;;;;100000393
100000394;可用;;;;;100000394
100000395;接頭介面鈑(圓孔31D);Cover;124X218 (對手件開孔:126X220);2t SPCC;RAL 7021;100000395
100000396;五軸介面鈑(32X01);Cover;;2t SPCC;;100000396
100000397;擋水框架;;;;白灰;100000397
100000398;擋水側壓鈑;;;;白灰;100000398
100000399;擋水後壓鈑;;;;白灰;100000399
100100001;主軸頭木型圖(線軌);Spindle Head;;;RAL 7021;100100001
100100001A;主軸頭木型圖(線軌);Spindle Head;;;;100100001A
100100002;主軸頭加工圖(皮帶線軌);Spindle head;;;RAL 7021;100100002
100100002-1;主軸頭加工圖(皮帶線軌);Spindle head;;;RAL 7021;100100002-1
100100002A;主軸頭加工圖(皮帶線軌);Spindle head;;;;100100002A
100100002A-1;主軸頭加工圖(皮帶線軌);Spindle head;;;;100100002A-1
100100002B;主軸頭加工圖(皮帶滾珠線軌);Spindle head;;FC300;RAL 7021;100100002B
100100002C;主軸頭加工圖(皮帶滾珠線軌);Spindle head;;FC300;RAL 7021;100100002C
100100003;主軸頭加工圖(直結線軌);Spindle head;;;RAL 7021;100100003
100100003-1;主軸頭加工圖(直結線軌);Spindle head;;;RAL 7021;100100003-1
100100003A;主軸頭加工圖(直結滾柱線軌);Spindle head;;;;100100003A
100100003A-1;主軸頭加工圖(直結滾柱線軌);Spindle head;;;;100100003A-1
100100004;主軸頭護罩(皮帶線軌);Spindle head cover;;;RAL 7021;100100004
100100004A;主軸頭護罩(皮帶線軌);Spindle head cover;;;RAL 7021;100100004A
100100004B;主軸頭護罩(皮帶線軌);Spindle head cover;;;RAL 7021;100100004B
100100004C;主軸頭護罩(皮帶);Spindle head cover;;;RAL 7021;100100004C
100100004D;主軸頭護罩(皮帶);Spindle head cover;;;RAL 7021;100100004D
100100005;主軸頭底鈑(線軌);Bottom cover;;;RAL 7021;100100005
100100005A;主軸頭底鈑(線軌);Bottom cover;;;RAL 7021;100100005A
100100006;前端線盒(線軌);Front box;;;;100100006
100100007;Z軸原點碰塊座;Dog seat;;;;100100007
100100008;Z軸硬體碰塊座;Dog seat;;;;100100008
100100009;Z軸分配器固定板;Distributor Fixed;;;染黑;100100009
100100009A;Z軸分配器固定板;Distributor fixed;;;染黑;100100009A
100100010;定位螺栓;Bolt;六角24Φ*117;S45C;染黑;100100010
100100010A;定位螺栓;Bolt;六角24Φ*113.7;S45C;染黑;100100010A
100100010B;定位螺栓;Bolt;六角24Φ*118.5;S45C;染黑;100100010B
100100011;主軸頭護罩支架(線軌);Bracket;;;RAL 7021;100100011
100100012;主軸頭護罩上蓋;Top cover;;;RAL 7021;100100012
100100013;主軸頭木型圖(C軸);;;;;100100013
100100013A;主軸頭木型圖(C軸);Spindle head;;;;100100013A
100100013B;主軸頭木型圖(直結C軸滾柱線軌);Spindle head;;FC300;RAL 7021;100100013B
100100014;主軸頭加工圖(C軸);Spindle head;;;;100100014
100100014-1;主軸頭加工圖(C軸);Spindle head;;;;100100014-1
100100014A;主軸頭加工圖(C軸);Spindle head;;;;100100014A
100100014A-1;主軸頭加工圖(C軸);Spindle head;;;;100100014A-1
100100014B;主軸頭加工圖(C軸);Spindle head;;FC300;;100100014B
100100014B-1;主軸頭加工圖(C軸);Spindle head;;FC300;;100100014B-1
100100014C;主軸頭加工圖(直結C軸滾柱線軌);Spindle head;;FC300;RAL 7021;100100014C
100100015;馬達板;;;;;100100015
100100016;煞車器固定座;;;;;100100016
100100017;主軸頭上支架;Top bracket;;;;100100017
100100017A;主軸頭上支架;Top bracket;;;;100100017A
100100018;主軸頭下支架;Bottom bracket;;;;100100018
100100018A;主軸頭下支架;Bottom bracket;;;;100100018A
100100019;主軸煞車調壓支架;Fixed;;;;100100019
100100020;主軸頭護罩(直結);Spindle head cover;;;RAL 7021;100100020
100100020A;主軸頭護罩(直結);Spindle head cover;;;RAL 7021;100100020A
100100020B;主軸頭護罩(直結C軸);Spindle head cover;;;RAL7021;100100020B
100100021;主軸頭護罩延伸段(直結中噴);Spindle head cover;;;RAL 7021;100100021
100100022;主軸頭上蓋(D.D.S);Spindle head cover;;;RAL 7021;100100022
100100022A;主軸頭上蓋(D.D.S);Spindle head cover;;;RAL 7021;100100022A
100100022B;多領物料，請勿使用，若需更新，請跳下一版。;;多領物料，請勿使用，若需更新，請跳下一版。;;RAL 7021;100100022B
100100023;前端線盒(線軌);Front box;;;RAL 7021;100100023
100100024;主軸頭加工圖(滾柱線軌);Spindle head;;;;100100024
100100024A;主軸頭加工圖(滾柱線軌);Spindle head;;FC300;;100100024A
100100024A-1;主軸頭加工圖(滾柱線軌);Spindle head;;FC300;;100100024A-1
100100024B;主軸頭加工圖(皮帶滾柱線軌);Spindle head;;FC300;;100100024B
100100024B-1;主軸頭加工圖(皮帶滾柱線軌);Spindle head;;FC300;;100100024B-1
100100024C;主軸頭加工圖(皮帶滾柱線軌);Spindle head;;FC300;;100100024C
100100024C-1;主軸頭加工圖(皮帶滾柱線軌);Spindle head;;FC300;;100100024C-1
100100025;Z軸硬體碰塊座;Dog seat;;;;100100025
100100026;近接開關固定架;Sensor fixed;;;;100100026
100100027;定位螺栓;Bolt;六角24Φ*100.5;S45C;染黑;100100027
100100028;活動端固定架(螺桿保護套);Fixed;;;;100100028
100100029;尾端固定架(螺桿保護套);;;;;100100029
100100030;Z軸硬體碰塊座(螺桿保護套);;;;;100100030
100100031;主軸頭加工圖;;;;;100100031
100100032;主軸頭護罩底鈑;Cover;;2t SPCC;RAL 7021;100100032
100100033;馬達座;Motor Seat;;;;100100033
100100034;主軸頭護罩(直結);Spindle head cover;;;RAL 7021;100100034
100100034A;主軸頭護罩(直結);Spindle head cover;;;RAL 7021;100100034A
100100034B;主軸頭護罩(直結);Spindle head cover;;2t SPCC;RAL 7021;100100034B
100100034C;多領物料，請勿使用，若需更新，請跳下一版。;;多領物料，請勿使用，若需更新，請跳下一版。;;;100100034C
100100035;近接開關固座架;;;;;100100035
100100036;;;;;;100100036
100100037;增壓缸座;;;;;100100037
100100038;Z軸原點標示支架;;;3t SPCC;RAL 7021;100100038
100100039;主軸頭底鈑(HITACHI);;;;;100100039
100100040;主軸頭護罩(HITACHI);;;;;100100040
100100041;馬達調整板;;340*265*22;SS400;染黑;100100041
100100041A;馬達調整板;Motor Plate;340*265*22;SS400;染黑;100100041A
100100042;氣壓缸固定座Dynamic;;焊接件;SS400;;100100042
100100042-1;氣壓缸固定座Dynamic;;焊接件;SS400;;100100042-1
100100043;氣壓缸支架Dynamic;;159.5*86*44(焊接件);SS400;染黑;100100043
100100044;主軸頭底鈑Dynamic(HITACHI);Battom cover;;2t SPCC;RAL 7021;100100044
100100045;主軸頭護罩Dynamic(HITACHI);;;;RAL 7021;100100045
100100046;主軸頭護罩上蓋(Belt);;;;RAL 7021;100100046
100100047;空刀檢知止動塊(HITACHI);;60*48*20;S45C;;100100047
100100048;氣壓缸遮蓋Dynamic(HITACHI);;;氣壓缸遮蓋Dynamic(HITACHI);RAL 7021;100100048
100100049;氣壓缸側封蓋;;;;;100100049
100100050;定位螺栓;Bolt;六角24*338.8;S45C;染黑;100100050
100100051;增壓缸座;Seat;170*170*25;S45C;染黑;100100051
100100052;鬆刀定位螺栓;Bolt;六角14*138-S45C-染黑;S45C;染黑;100100052
100100053;鬆刀壓板;Plate;115Φ*25;S45C;染黑;100100053
100100054;鬆刀調整壓板;Plate;150Φ*65;S45C;染黑;100100054
100100055;;;;;;100100055
100100056;主軸頭護罩(HITACHI);Spindle head cover;;2t SPCC;RAL 7021;100100056
100100057;主軸頭木型圖(內藏/滾柱);Spindle Head;;FC300;RAL 7021;100100057
100100058;主軸頭加工圖(內藏/滾柱);Spindle head;;FC300;RAL 7021;100100058
100100058-1;主軸頭加工圖(內藏/滾柱);Spindle head;;FC300;RAL 7021;100100058-1
100100059;主軸頭護罩底鈑(內藏);Plate;;;;100100059
100100060;主軸頭加工圖(皮帶+直結滾柱線軌);Spindle head;;FC-30;;100100060
100100061;主軸頭護罩右鈑一;;;2t SPCC;RAL7021;100100061
100100062;主軸頭護罩右鈑二;;;2t SPCC;RAL7021;100100062
100100063;主軸頭護罩前鈑;;;2t spcc;RAL 7021;100100063
100100064;主軸頭護罩左鈑;;;2t SPCC;RAL 7021;100100064
100100065;主軸頭護罩（皮帶中噴）;;;2t SPCC;RAL 7021;100100065
100100066;;;;;;100100066
100100067;主軸頭前護罩;Spindle head front cover;from 100100004D;;;100100067
100100068;主軸頭右護罩;Spindle head right cover;from 100100004D;;;100100068
100100069;主軸頭右後護罩;Spindle head right cover;from 100100004D&100100034B;;;100100069
100100070;主軸頭左護罩;Spindle head left cover;from 100100004D;;;100100070
100100071;;;;;;100100071
100100072;馬達調整鈑;Motor plate;347*265*22-SS400-染黑;SS400;染黑;100100072
100100073;主軸頭護罩(前);Spindle head cover (front);from 100100034B;;;100100073
100100074;主軸頭護罩(左);Spindle head cover (left);from 100100034B;;;100100074
100100075;主軸頭護罩(右);Spindle head cover (right);from 100100034B;;;100100075
100100076;主軸頭底鈑(線軌);;;;RAL 7021;100100076
100100077;空;;;;;100100077
100110001;主軸頭木型圖(硬軌);;;;;100110001
100110002;主軸頭加工圖(皮帶硬軌);;;;;100110002
100110003;;;;;;100110003
100110004;;;;;;100110004
100110005;;;;;;100110005
100110006;;;;;;100110006
100110007;;;;;;100110007
100110008;;;;;;100110008
100110009;;;;;;100110009
100110010;;;;;;100110010
100110011;空;;;;;100110011
100200001;工作台木型圖;;;;;100200001
100200001A;工作台木型圖;;;;;100200001A
100200002;工作台加工圖;;;;;100200002
100200002-1;工作台加工圖;;;;;100200002-1
100200002-2;工作台加工圖;;;;;100200002-2
100200002A;工作台加工圖;;;FC300;;100200002A
100200002A-1;工作台加工圖;;;FC300;;100200002A-1
100200002A-2;工作台加工圖;;;FC300;;100200002A-2
100200002B;工作台加工圖;Table;;;;100200002B
100200002B-1;工作台加工圖;Table;;;;100200002B-1
100200002B-2;工作台加工圖;Table;;;;100200002B-2
100200003;X軸滾珠線軌;Linear guideway;MSA35LS2ZZF1A+R1630-15/15PⅡ;;;100200003
100200004;X軸滾珠螺桿;Ballscrew;R40-12T5-FDDC-1089-1409-0.008;;;100200004
100200005;X軸伸縮護罩;Cover;;;;100200005
100200005A;X軸伸縮護罩;Cover;;;;100200005A
100200005B;X軸伸縮護罩;Cover;;;;100200005B
100200006;X軸伸縮護罩支架;Bracket;;;染黑;100200006
100200007;X軸線軌防屑鈑;Chip Cover;;;RAL 7021;100200007
100200008;碰塊防屑罩;Chip cover;;;RAL 7021;100200008
100200008A;碰塊防屑罩;Chip cover;;;RAL 7021;100200008A
100200008B;前防屑罩;Chip cover;;2tSPCC;RAL 7021;100200008B
100200009;後防屑罩;Chip cover;;;RAL 7021;100200009
100200010;馬達防屑罩;Chip cover;;;RAL 7021;100200010
100200010A;馬達防屑罩;Chip cover;;;RAL 7021;100200010A
100200011;防屑罩底鈑;Chip cover;;;RAL 7021;100200011
100200012;X軸分配器固定鈑;;;;染黑;100200012
100200012A;X軸分配器固定鈑;Distributor fixed;;;染黑;100200012A
100200013;工作台木型圖;Table;;;;100200013
100200013A;工作台木型圖;Table;;FC300;RAL 7021;100200013A
100200014;工作台加工圖;Table;;;;100200014
100200014-1;工作台加工圖;Table;;;;100200014-1
100200014-2;工作台加工圖;Table;;;;100200014-2
100200014A;工作台加工圖;Table;;FC300;;100200014A
100200014A-1;工作台加工圖;Table;;FC300;;100200014A-1
100200014A-2;工作台加工圖;Table;;FC300;;100200014A-2
100200015;X軸滾珠線軌;Linear guideway;MSA35LS3ZZF1A+R1950-15/15P;;;100200015
100200016;X軸滾珠螺桿;Ballscrew;R40-12T5-FDDC-1289-1609-0.008;;;100200016
100200017;X軸伸縮護罩支架;Bracket;;;;100200017
100200018;X軸伸縮護罩(鱗片式);Cover;;;;100200018
100200018A;X軸伸縮護罩(鱗片式);Cover;;;;100200018A
100200019;碰塊防屑罩(鱗片式);Chip cover;;;;100200019
100200019A;前防屑罩(鱗片式);Chip cover;;2tSPCC;RAL 7021;100200019A
100200020;X軸伸縮護罩;Cover;;;;100200020
100200020A;X軸伸縮護罩;Cover;;;;100200020A
100200021;X軸線軌防屑鈑;Chip cover;;;RAL 7021;100200021
100200022;碰塊防屑罩;Chip cover;;;;100200022
100200022A;前防屑罩;Chip cover;;2tSPCC;RAL 7021;100200022A
100200023;後防屑罩;Chip cover;;;RAL 7021;100200023
100200024;馬達防屑罩;Chip cover;;;RAL 7021;100200024
100200024A;馬達防屑罩;Chip cover;;;;100200024A
100200025;X軸滾珠螺桿;Ballscrew;R40-8T5-FDDC-1089-1409-0.005;;;100200025
100200025A;X軸滾珠螺桿;Ballscrew;R40-8T5-FDDC-1089-1409-0.005;;;100200025A
100200026;拖鏈上支架;Chain fixed;;;RAL 7021;100200026
100200026A;拖鏈上支架;Chain fixed;;;RAL 7021;100200026A
100200026B;拖鏈上支架;Chain fixed;;;RAL 7021;100200026B
100200027;拖鏈下支架;Chain fixed;;;RAL 7021;100200027
100200027A;拖鏈下支架;Chain fixed;;;RAL 7021;100200027A
100200027B;拖鏈下支架;Chain fixed;;;RAL 7021;100200027B
100200028;碰塊防屑罩;Chip cover;;;RAL 7021;100200028
100200028A;碰塊防屑罩;Chip cover;;;RAL 7021;100200028A
100200028B;前防屑罩;Chip cover;;2tSPCC;RAL 7021;100200028B
100200029;吹氣分流塊;Air block;30*35*35-S45C-染黑;;;100200029
100200030;底板(木型圖);Plate;;;;100200030
100200031;底板(加工圖);Plate;;;;100200031
100200031-1;底板(加工圖);Plate;;;;100200031-1
100200032;第四軸分流塊;Distributor;;;;100200032
100200033;第四軸空壓分流塊;Distributor;;;;100200033
100200034;底板(加工圖);Plate;;;;100200034
100200035;X軸伸縮護罩(風琴式);Cover;;;;100200035
100200035A;X軸伸縮護罩(風琴式);Cover;;;;100200035A
